Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Motorcycle_Moped,Involving_Truck,Involving_Bus,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2003,Southern,Minor injury,No,No,Yes,7,0,0,0,10,10
2003,Southern,Minor injury,No,Yes,No,30,0,0,0,35,35
2003,Southern,Minor injury,Yes,No,No,29,0,0,0,31,31
2003,Southern,Property damage only,No,No,No,1532,0,0,0,0,0
2003,Southern,Property damage only,No,No,Yes,14,0,0,0,0,0
2003,Southern,Property damage only,No,Yes,No,156,0,0,0,0,0
2003,Southern,Property damage only,Yes,No,No,1,0,0,0,0,0
2003,Unknown,Hospitalisation,No,No,No,26,0,31,8,4,43
2003,Unknown,Hospitalisation,Yes,No,No,4,0,4,0,0,4
2003,Unknown,Medical treatment,No,No,No,14,0,0,18,1,19
2003,Unknown,Medical treatment,No,No,Yes,1,0,0,1,0,1
2003,Unknown,Medical treatment,No,Yes,No,2,0,0,2,0,2
2003,Unknown,Medical treatment,Yes,No,No,1,0,0,2,0,2
2003,Unknown,Minor injury,No,No,No,10,0,0,0,12,12
2003,Unknown,Property damage only,No,No,No,33,0,0,0,0,0
2003,Unknown,Property damage only,No,No,Yes,2,0,0,0,0,0
2003,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
2004,Brisbane,Fatal,No,No,No,35,36,19,6,3,64
2004,Brisbane,Fatal,No,No,Yes,2,2,0,0,0,2
2004,Brisbane,Fatal,No,Yes,No,7,7,3,1,0,11
2004,Brisbane,Fatal,Yes,No,No,8,8,0,0,0,8
2004,Brisbane,Fatal,Yes,Yes,No,2,2,0,0,0,2
2004,Brisbane,Hospitalisation,No,No,No,1099,0,1344,143,76,1563
2004,Brisbane,Hospitalisation,No,No,Yes,36,0,44,8,3,55
2004,Brisbane,Hospitalisation,No,Yes,No,94,0,113,5,8,126
2004,Brisbane,Hospitalisation,No,Yes,Yes,2,0,2,1,0,3
2004,Brisbane,Hospitalisation,Yes,No,No,210,0,217,11,14,242
2004,Brisbane,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2004,Brisbane,Hospitalisation,Yes,Yes,No,11,0,11,5,0,16
2004,Brisbane,Medical treatment,No,No,No,1716,0,0,2085,146,2231
2004,Brisbane,Medical treatment,No,No,Yes,40,0,0,48,0,48
2004,Brisbane,Medical treatment,No,Yes,No,153,0,0,178,12,190
2004,Brisbane,Medical treatment,No,Yes,Yes,2,0,0,2,0,2
2004,Brisbane,Medical treatment,Yes,No,No,172,0,0,175,5,180
2004,Brisbane,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2004,Brisbane,Medical treatment,Yes,Yes,No,8,0,0,8,0,8
2004,Brisbane,Minor injury,No,No,No,1007,0,0,0,1194,1194
2004,Brisbane,Minor injury,No,No,Yes,19,0,0,0,28,28
2004,Brisbane,Minor injury,No,Yes,No,71,0,0,0,82,82
2004,Brisbane,Minor injury,Yes,No,No,76,0,0,0,81,81
2004,Brisbane,Minor injury,Yes,No,Yes,2,0,0,0,2,2
2004,Brisbane,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2004,Brisbane,Property damage only,No,No,No,2384,0,0,0,0,0
2004,Brisbane,Property damage only,No,No,Yes,49,0,0,0,0,0
2004,Brisbane,Property damage only,No,Yes,No,254,0,0,0,0,0
2004,Brisbane,Property damage only,No,Yes,Yes,3,0,0,0,0,0
2004,Brisbane,Property damage only,Yes,No,No,22,0,0,0,0,0
2004,Brisbane,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2004,Central,Fatal,No,No,No,67,71,32,3,0,106
2004,Central,Fatal,No,No,Yes,1,1,0,0,0,1
2004,Central,Fatal,No,Yes,No,12,15,4,3,0,22
2004,Central,Fatal,Yes,No,No,13,13,2,0,0,15
2004,Central,Hospitalisation,No,No,No,837,0,1087,157,61,1305
2004,Central,Hospitalisation,No,No,Yes,15,0,39,6,3,48
2004,Central,Hospitalisation,No,Yes,No,82,0,95,16,3,114
2004,Central,Hospitalisation,Yes,No,No,156,0,169,4,1,174
2004,Central,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2004,Central,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
2004,Central,Medical treatment,No,No,No,924,0,0,1169,70,1239
2004,Central,Medical treatment,No,No,Yes,13,0,0,26,2,28
2004,Central,Medical treatment,No,Yes,No,75,0,0,88,1,89
2004,Central,Medical treatment,Yes,No,No,97,0,0,105,1,106
2004,Central,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2004,Central,Minor injury,No,No,No,527,0,0,0,629,629
2004,Central,Minor injury,No,No,Yes,8,0,0,0,10,10
2004,Central,Minor injury,No,Yes,No,46,0,0,0,52,52
2004,Central,Minor injury,No,Yes,Yes,1,0,0,0,2,2
2004,Central,Minor injury,Yes,No,No,50,0,0,0,54,54
2004,Central,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2004,Central,Property damage only,No,No,No,1984,0,0,0,0,0
2004,Central,Property damage only,No,No,Yes,22,0,0,0,0,0
2004,Central,Property damage only,No,Yes,No,199,0,0,0,0,0
2004,Central,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2004,Central,Property damage only,Yes,No,No,6,0,0,0,0,0
2004,Northern,Fatal,No,No,No,18,20,10,6,1,37
2004,Northern,Fatal,No,No,Yes,1,1,4,3,0,8
2004,Northern,Fatal,Yes,No,No,7,8,3,1,0,12
2004,Northern,Hospitalisation,No,No,No,477,0,581,75,33,689
2004,Northern,Hospitalisation,No,No,Yes,17,0,19,1,4,24
2004,Northern,Hospitalisation,No,Yes,No,41,0,48,2,1,51
2004,Northern,Hospitalisation,Yes,No,No,117,0,122,1,4,127
2004,Northern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2004,Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2004,Northern,Medical treatment,No,No,No,437,0,0,540,27,567
2004,Northern,Medical treatment,No,No,Yes,8,0,0,13,0,13
2004,Northern,Medical treatment,No,Yes,No,23,0,0,28,1,29
2004,Northern,Medical treatment,No,Yes,Yes,1,0,0,1,0,1
2004,Northern,Medical treatment,Yes,No,No,70,0,0,72,3,75
2004,Northern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2004,Northern,Minor injury,No,No,No,296,0,0,0,349,349
2004,Northern,Minor injury,No,No,Yes,7,0,0,0,8,8
2004,Northern,Minor injury,No,Yes,No,20,0,0,0,23,23
2004,Northern,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2004,Northern,Minor injury,Yes,No,No,39,0,0,0,40,40
2004,Northern,Property damage only,No,No,No,1113,0,0,0,0,0
2004,Northern,Property damage only,No,No,Yes,12,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,77,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,4,0,0,0,0,0
2004,South Eastern,Fatal,No,No,No,32,34,19,2,1,56
2004,South Eastern,Fatal,No,Yes,No,4,4,1,0,0,5
2004,South Eastern,Fatal,Yes,No,No,7,7,1,0,0,8
2004,South Eastern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2004,South Eastern,Hospitalisation,No,No,No,704,0,865,86,62,1013
2004,South Eastern,Hospitalisation,No,No,Yes,11,0,12,3,1,16
2004,South Eastern,Hospitalisation,No,Yes,No,47,0,54,9,0,63
2004,South Eastern,Hospitalisation,Yes,No,No,132,0,141,4,2,147
2004,South Eastern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
2004,South Eastern,Medical treatment,No,No,No,802,0,0,975,75,1050
2004,South Eastern,Medical treatment,No,No,Yes,18,0,0,21,1,22
2004,South Eastern,Medical treatment,No,Yes,No,47,0,0,61,5,66
2004,South Eastern,Medical treatment,Yes,No,No,67,0,0,69,1,70
2004,South Eastern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2004,South Eastern,Medical treatment,Yes,Yes,No,3,0,0,3,0,3
2004,South Eastern,Minor injury,No,No,No,480,0,0,0,589,589
2004,South Eastern,Minor injury,No,No,Yes,10,0,0,0,24,24
2004,South Eastern,Minor injury,No,Yes,No,25,0,0,0,30,30
2004,South Eastern,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,No,No,44,0,0,0,48,48
2004,South Eastern,Minor injury,Yes,Yes,No,2,0,0,0,2,2
2004,South Eastern,Property damage only,No,No,No,1317,0,0,0,0,0
2004,South Eastern,Property damage only,No,No,Yes,23,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,94,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,5,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2004,Southern,Fatal,No,No,No,54,62,39,6,3,110
2004,Southern,Fatal,No,No,Yes,1,1,2,11,0,14
2004,Southern,Fatal,No,Yes,No,9,9,2,1,0,12
2004,Southern,Fatal,Yes,No,No,8,9,2,0,0,11
2004,Southern,Hospitalisation,No,No,No,673,0,866,87,40,993
2004,Southern,Hospitalisation,No,No,Yes,4,0,6,0,1,7
2004,Southern,Hospitalisation,No,Yes,No,85,0,100,9,2,111
2004,Southern,Hospitalisation,No,Yes,Yes,1,0,5,6,0,11
2004,Southern,Hospitalisation,Yes,No,No,110,0,118,3,1,122
2004,Southern,Hospitalisation,Yes,No,Yes,1,0,1,0,1,2
2004,Southern,Hospitalisation,Yes,Yes,No,3,0,3,0,0,3
2004,Southern,Medical treatment,No,No,No,665,0,0,869,49,918
2004,Southern,Medical treatment,No,No,Yes,14,0,0,17,5,22
2004,Southern,Medical treatment,No,Yes,No,48,0,0,52,3,55
2004,Southern,Medical treatment,Yes,No,No,46,0,0,48,0,48
2004,Southern,Medical treatment,Yes,Yes,No,3,0,0,3,0,3
2004,Southern,Minor injury,No,No,No,410,0,0,0,507,507
2004,Southern,Minor injury,No,No,Yes,3,0,0,0,5,5
2004,Southern,Minor injury,No,Yes,No,40,0,0,0,52,52
2004,Southern,Minor injury,Yes,No,No,29,0,0,0,31,31
2004,Southern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2004,Southern,Property damage only,No,No,No,1699,0,0,0,0,0
2004,Southern,Property damage only,No,No,Yes,11,0,0,0,0,0
2004,Southern,Property damage only,No,Yes,No,181,0,0,0,0,0
2004,Southern,Property damage only,Yes,No,No,5,0,0,0,0,0
2004,Southern,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2004,Unknown,Hospitalisation,No,No,No,8,0,11,3,1,15
2004,Unknown,Hospitalisation,Yes,No,No,1,0,1,0,1,2
2004,Unknown,Medical treatment,No,No,No,7,0,0,7,0,7
2004,Unknown,Medical treatment,Yes,No,No,2,0,0,2,0,2
2004,Unknown,Minor injury,No,No,No,4,0,0,0,4,4
2004,Unknown,Property damage only,No,No,No,10,0,0,0,0,0
2004,Unknown,Property damage only,No,Yes,No,2,0,0,0,0,0
2004,Unknown,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2005,Brisbane,Fatal,No,No,No,26,27,14,2,1,44
2005,Brisbane,Fatal,No,No,Yes,1,1,0,0,0,1
2005,Brisbane,Fatal,No,Yes,No,2,2,0,0,0,2
2005,Brisbane,Fatal,Yes,No,No,16,16,1,2,0,19
2005,Brisbane,Hospitalisation,No,No,No,1134,0,1377,159,89,1625
2005,Brisbane,Hospitalisation,No,No,Yes,37,0,53,11,12,76
2005,Brisbane,Hospitalisation,No,Yes,No,91,0,98,9,8,115
2005,Brisbane,Hospitalisation,No,Yes,Yes,1,0,1,1,0,2
2005,Brisbane,Hospitalisation,Yes,No,No,249,0,263,7,3,273
2005,Brisbane,Hospitalisation,Yes,Yes,No,9,0,9,0,0,9
2005,Brisbane,Medical treatment,No,No,No,1650,0,0,2032,166,2198
2005,Brisbane,Medical treatment,No,No,Yes,44,0,0,51,0,51
2005,Brisbane,Medical treatment,No,Yes,No,124,0,0,147,11,158
2005,Brisbane,Medical treatment,No,Yes,Yes,2,0,0,2,0,2
2005,Brisbane,Medical treatment,Yes,No,No,179,0,0,186,6,192
2005,Brisbane,Medical treatment,Yes,Yes,No,6,0,0,6,0,6
2005,Brisbane,Minor injury,No,No,No,863,0,0,0,1050,1050
2005,Brisbane,Minor injury,No,No,Yes,27,0,0,0,30,30
2005,Brisbane,Minor injury,No,Yes,No,74,0,0,0,83,83
2005,Brisbane,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2005,Brisbane,Minor injury,Yes,No,No,91,0,0,0,95,95
2005,Brisbane,Minor injury,Yes,Yes,No,3,0,0,0,3,3
2005,Brisbane,Property damage only,No,No,No,2252,0,0,0,0,0
2005,Brisbane,Property damage only,No,No,Yes,29,0,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,No,255,0,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,No,11,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,Yes,No,2,0,0,0,0,0
2005,Central,Fatal,No,No,No,62,71,34,16,1,122
2005,Central,Fatal,No,No,Yes,2,4,8,0,1,13
2005,Central,Fatal,No,Yes,No,16,21,8,0,0,29
2005,Central,Fatal,Yes,No,No,9,9,0,1,2,12
2005,Central,Hospitalisation,No,No,No,829,0,1024,107,45,1176
2005,Central,Hospitalisation,No,No,Yes,16,0,40,21,5,66
2005,Central,Hospitalisation,No,Yes,No,109,0,123,17,6,146
2005,Central,Hospitalisation,No,Yes,Yes,1,0,1,5,0,6
2005,Central,Hospitalisation,Yes,No,No,188,0,196,8,4,208
2005,Central,Hospitalisation,Yes,No,Yes,2,0,3,0,0,3
2005,Central,Hospitalisation,Yes,Yes,No,4,0,5,0,0,5
2005,Central,Medical treatment,No,No,No,909,0,0,1137,77,1214
2005,Central,Medical treatment,No,No,Yes,14,0,0,19,3,22
2005,Central,Medical treatment,No,Yes,No,77,0,0,94,5,99
2005,Central,Medical treatment,Yes,No,No,105,0,0,112,3,115
2005,Central,Minor injury,No,No,No,543,0,0,0,631,631
2005,Central,Minor injury,No,No,Yes,7,0,0,0,10,10
2005,Central,Minor injury,No,Yes,No,39,0,0,0,42,42
2005,Central,Minor injury,Yes,No,No,56,0,0,0,57,57
2005,Central,Property damage only,No,No,No,2053,0,0,0,0,0
2005,Central,Property damage only,No,No,Yes,26,0,0,0,0,0
2005,Central,Property damage only,No,Yes,No,195,0,0,0,0,0
2005,Central,Property damage only,No,Yes,Yes,3,0,0,0,0,0
2005,Central,Property damage only,Yes,No,No,6,0,0,0,0,0
2005,Northern,Fatal,No,No,No,32,36,9,4,2,51
2005,Northern,Fatal,No,No,Yes,1,1,1,0,0,2
2005,Northern,Fatal,No,Yes,No,6,6,2,1,0,9
2005,Northern,Fatal,Yes,No,No,10,10,2,0,1,13
2005,Northern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2005,Northern,Hospitalisation,No,No,No,513,0,630,67,31,728
2005,Northern,Hospitalisation,No,No,Yes,11,0,18,6,0,24
2005,Northern,Hospitalisation,No,Yes,No,37,0,40,1,2,43
2005,Northern,Hospitalisation,Yes,No,No,126,0,135,4,1,140
2005,Northern,Hospitalisation,Yes,No,Yes,1,0,2,0,0,2
2005,Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2005,Northern,Medical treatment,No,No,No,406,0,0,489,33,522
2005,Northern,Medical treatment,No,No,Yes,8,0,0,8,0,8
2005,Northern,Medical treatment,No,Yes,No,27,0,0,30,2,32
2005,Northern,Medical treatment,Yes,No,No,65,0,0,68,1,69
2005,Northern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2005,Northern,Minor injury,No,No,No,293,0,0,0,352,352
2005,Northern,Minor injury,No,No,Yes,6,0,0,0,7,7
2005,Northern,Minor injury,No,Yes,No,23,0,0,0,24,24
2005,Northern,Minor injury,Yes,No,No,34,0,0,0,34,34
2005,Northern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2005,Northern,Property damage only,No,No,No,1030,0,0,0,0,0
2005,Northern,Property damage only,No,No,Yes,21,0,0,0,0,0
2005,Northern,Property damage only,No,Yes,No,91,0,0,0,0,0
2005,Northern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2005,Northern,Property damage only,Yes,No,No,2,0,0,0,0,0
2005,Northern,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2005,South Eastern,Fatal,No,No,No,22,27,7,4,0,38
2005,South Eastern,Fatal,No,No,Yes,1,1,2,0,0,3
2005,South Eastern,Fatal,No,Yes,No,3,3,0,0,0,3
2005,South Eastern,Fatal,Yes,No,No,15,16,3,1,0,20
2005,South Eastern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2005,South Eastern,Hospitalisation,No,No,No,687,0,856,68,65,989
2005,South Eastern,Hospitalisation,No,No,Yes,12,0,16,4,3,23
2005,South Eastern,Hospitalisation,No,Yes,No,45,0,52,4,5,61
2005,South Eastern,Hospitalisation,Yes,No,No,145,0,153,1,1,155
2005,South Eastern,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
2005,South Eastern,Medical treatment,No,No,No,830,0,0,1042,77,1119
2005,South Eastern,Medical treatment,No,No,Yes,15,0,0,20,0,20
2005,South Eastern,Medical treatment,No,Yes,No,49,0,0,53,5,58
2005,South Eastern,Medical treatment,Yes,No,No,75,0,0,79,2,81
2005,South Eastern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2005,South Eastern,Minor injury,No,No,No,434,0,0,0,514,514
2005,South Eastern,Minor injury,No,No,Yes,8,0,0,0,9,9
2005,South Eastern,Minor injury,No,Yes,No,31,0,0,0,37,37
2005,South Eastern,Minor injury,Yes,No,No,33,0,0,0,36,36
2005,South Eastern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2005,South Eastern,Property damage only,No,No,No,1176,0,0,0,0,0
2005,South Eastern,Property damage only,No,No,Yes,20,0,0,0,0,0
2005,South Eastern,Property damage only,No,Yes,No,107,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,No,No,4,0,0,0,0,0
2005,Southern,Fatal,No,No,No,48,49,19,10,1,79
2005,Southern,Fatal,No,Yes,No,10,15,3,0,1,19
2005,Southern,Fatal,Yes,No,No,11,12,0,3,0,15
2005,Southern,Fatal,Yes,Yes,No,1,1,0,0,0,1
2005,Southern,Hospitalisation,No,No,No,667,0,846,110,52,1008
2005,Southern,Hospitalisation,No,No,Yes,10,0,18,3,1,22
2005,Southern,Hospitalisation,No,Yes,No,71,0,88,6,1,95
2005,Southern,Hospitalisation,No,Yes,Yes,1,0,1,2,0,3
2005,Southern,Hospitalisation,Yes,No,No,124,0,132,7,7,146
2005,Southern,Hospitalisation,Yes,Yes,No,4,0,4,0,1,5
2005,Southern,Medical treatment,No,No,No,692,0,0,882,40,922
2005,Southern,Medical treatment,No,No,Yes,6,0,0,6,1,7
2005,Southern,Medical treatment,No,Yes,No,72,0,0,85,1,86
2005,Southern,Medical treatment,Yes,No,No,69,0,0,75,0,75
2005,Southern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2005,Southern,Minor injury,No,No,No,418,0,0,0,491,491
2005,Southern,Minor injury,No,No,Yes,3,0,0,0,3,3
2005,Southern,Minor injury,No,Yes,No,41,0,0,0,46,46
2005,Southern,Minor injury,Yes,No,No,34,0,0,0,36,36
2005,Southern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2005,Southern,Property damage only,No,No,No,1647,0,0,0,0,0
2005,Southern,Property damage only,No,No,Yes,11,0,0,0,0,0
2005,Southern,Property damage only,No,Yes,No,196,0,0,0,0,0
2005,Southern,Property damage only,Yes,No,No,2,0,0,0,0,0
2005,Unknown,Hospitalisation,No,No,No,3,0,4,0,0,4
2005,Unknown,Hospitalisation,Yes,No,No,1,0,1,0,0,1
2005,Unknown,Medical treatment,No,No,No,1,0,0,1,0,1
2005,Unknown,Minor injury,No,No,No,4,0,0,0,4,4
2005,Unknown,Property damage only,No,No,No,7,0,0,0,0,0
2005,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
2006,Brisbane,Fatal,No,No,No,28,32,5,8,1,46
2006,Brisbane,Fatal,No,No,Yes,3,3,1,0,0,4
2006,Brisbane,Fatal,No,Yes,No,8,8,2,3,2,15
2006,Brisbane,Fatal,Yes,No,No,10,10,0,4,0,14
2006,Brisbane,Hospitalisation,No,No,No,1032,0,1275,144,106,1525
2006,Brisbane,Hospitalisation,No,No,Yes,25,0,31,13,5,49
2006,Brisbane,Hospitalisation,No,Yes,No,85,0,98,10,7,115
2006,Brisbane,Hospitalisation,No,Yes,Yes,1,0,2,0,0,2
2006,Brisbane,Hospitalisation,Yes,No,No,287,0,307,11,10,328
2006,Brisbane,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2006,Brisbane,Hospitalisation,Yes,Yes,No,6,0,6,0,0,6
2006,Brisbane,Medical treatment,No,No,No,1641,0,0,1935,173,2108
2006,Brisbane,Medical treatment,No,No,Yes,35,0,0,38,6,44
2006,Brisbane,Medical treatment,No,Yes,No,124,0,0,142,15,157
2006,Brisbane,Medical treatment,No,Yes,Yes,5,0,0,5,1,6
2006,Brisbane,Medical treatment,Yes,No,No,193,0,0,198,9,207
2006,Brisbane,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2006,Brisbane,Medical treatment,Yes,Yes,No,8,0,0,8,0,8
2006,Brisbane,Minor injury,No,No,No,968,0,0,0,1137,1137
2006,Brisbane,Minor injury,No,No,Yes,16,0,0,0,18,18
2006,Brisbane,Minor injury,No,Yes,No,88,0,0,0,100,100
2006,Brisbane,Minor injury,No,Yes,Yes,2,0,0,0,3,3
2006,Brisbane,Minor injury,Yes,No,No,94,0,0,0,101,101
2006,Brisbane,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2006,Brisbane,Minor injury,Yes,Yes,No,4,0,0,0,4,4
2006,Brisbane,Property damage only,No,No,No,2065,0,0,0,0,0
2006,Brisbane,Property damage only,No,No,Yes,30,0,0,0,0,0
2006,Brisbane,Property damage only,No,Yes,No,225,0,0,0,0,0
2006,Brisbane,Property damage only,Yes,No,No,7,0,0,0,0,0
2006,Central,Fatal,No,No,No,53,55,18,14,4,91
2006,Central,Fatal,No,No,Yes,1,1,0,0,0,1
2006,Central,Fatal,No,Yes,No,22,24,9,5,4,42
2006,Central,Fatal,Yes,No,No,13,13,4,0,0,17
2006,Central,Fatal,Yes,Yes,No,2,2,0,1,0,3
2006,Central,Hospitalisation,No,No,No,799,0,970,128,57,1155
2006,Central,Hospitalisation,No,No,Yes,12,0,17,11,0,28
2006,Central,Hospitalisation,No,Yes,No,78,0,85,13,7,105
2006,Central,Hospitalisation,No,Yes,Yes,1,0,1,0,0,1
2006,Central,Hospitalisation,Yes,No,No,194,0,209,10,4,223
2006,Central,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2006,Central,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2006,Central,Medical treatment,No,No,No,926,0,0,1135,95,1230
2006,Central,Medical treatment,No,No,Yes,16,0,0,21,7,28
2006,Central,Medical treatment,No,Yes,No,74,0,0,90,3,93
2006,Central,Medical treatment,Yes,No,No,94,0,0,101,5,106
2006,Central,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2006,Central,Minor injury,No,No,No,641,0,0,0,754,754
2006,Central,Minor injury,No,No,Yes,8,0,0,0,10,10
2006,Central,Minor injury,No,Yes,No,48,0,0,0,59,59
2006,Central,Minor injury,Yes,No,No,47,0,0,0,50,50
2006,Central,Property damage only,No,No,No,1968,0,0,0,0,0
2006,Central,Property damage only,No,No,Yes,21,0,0,0,0,0
2006,Central,Property damage only,No,Yes,No,158,0,0,0,0,0
2006,Central,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2006,Central,Property damage only,Yes,No,No,7,0,0,0,0,0
2006,Northern,Fatal,No,No,No,39,39,23,13,5,80
2006,Northern,Fatal,No,Yes,No,4,5,1,0,0,6
2006,Northern,Fatal,Yes,No,No,13,13,1,0,1,15
2006,Northern,Hospitalisation,No,No,No,491,0,597,83,40,720
2006,Northern,Hospitalisation,No,No,Yes,11,0,23,4,2,29
2006,Northern,Hospitalisation,No,Yes,No,46,0,52,7,6,65
2006,Northern,Hospitalisation,Yes,No,No,138,0,147,8,2,157
2006,Northern,Hospitalisation,Yes,No,Yes,2,0,2,0,1,3
2006,Northern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
2006,Northern,Medical treatment,No,No,No,482,0,0,598,53,651
2006,Northern,Medical treatment,No,No,Yes,12,0,0,13,3,16
2006,Northern,Medical treatment,No,Yes,No,40,0,0,54,3,57
2006,Northern,Medical treatment,Yes,No,No,63,0,0,66,3,69
2006,Northern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2006,Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2006,Northern,Minor injury,No,No,No,318,0,0,0,368,368
2006,Northern,Minor injury,No,No,Yes,9,0,0,0,9,9
2006,Northern,Minor injury,No,Yes,No,20,0,0,0,24,24
2006,Northern,Minor injury,Yes,No,No,46,0,0,0,46,46
2006,Northern,Minor injury,Yes,Yes,No,2,0,0,0,3,3
2006,Northern,Property damage only,No,No,No,1070,0,0,0,0,0
2006,Northern,Property damage only,No,No,Yes,14,0,0,0,0,0
2006,Northern,Property damage only,No,Yes,No,78,0,0,0,0,0
2006,Northern,Property damage only,Yes,No,No,4,0,0,0,0,0
2006,South Eastern,Fatal,No,No,No,29,29,6,6,1,42
2006,South Eastern,Fatal,No,No,Yes,1,1,0,0,0,1
2006,South Eastern,Fatal,No,Yes,No,2,2,3,6,0,11
2006,South Eastern,Fatal,Yes,No,No,15,15,1,0,1,17
2006,South Eastern,Fatal,Yes,Yes,No,1,1,0,0,0,1
2006,South Eastern,Hospitalisation,No,No,No,604,0,723,75,62,860
2006,South Eastern,Hospitalisation,No,No,Yes,15,0,18,24,0,42
2006,South Eastern,Hospitalisation,No,Yes,No,51,0,60,9,6,75
2006,South Eastern,Hospitalisation,No,Yes,Yes,1,0,1,0,2,3
2006,South Eastern,Hospitalisation,Yes,No,No,145,0,149,5,7,161
2006,South Eastern,Hospitalisation,Yes,No,Yes,4,0,4,0,0,4
2006,South Eastern,Hospitalisation,Yes,Yes,No,6,0,7,0,0,7
2006,South Eastern,Medical treatment,No,No,No,872,0,0,1061,95,1156
2006,South Eastern,Medical treatment,No,No,Yes,22,0,0,31,1,32
2006,South Eastern,Medical treatment,No,Yes,No,47,0,0,61,11,72
2006,South Eastern,Medical treatment,Yes,No,No,71,0,0,77,6,83
2006,South Eastern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2006,South Eastern,Minor injury,No,No,No,415,0,0,0,501,501
2006,South Eastern,Minor injury,No,No,Yes,10,0,0,0,11,11
2006,South Eastern,Minor injury,No,Yes,No,24,0,0,0,28,28
2006,South Eastern,Minor injury,Yes,No,No,46,0,0,0,48,48
2006,South Eastern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2006,South Eastern,Property damage only,No,No,No,950,0,0,0,0,0
2006,South Eastern,Property damage only,No,No,Yes,10,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,No,64,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,No,4,0,0,0,0,0
2006,Southern,Fatal,No,No,No,52,64,31,17,7,119
2006,Southern,Fatal,No,Yes,No,10,11,1,3,1,16
2006,Southern,Fatal,Yes,No,No,6,6,0,1,0,7
2006,Southern,Fatal,Yes,Yes,No,1,1,0,0,0,1
2006,Southern,Hospitalisation,No,No,No,595,0,744,117,52,913
