Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2002,Brisbane,Property damage only,Yes,No,No,No,No,No,No,442,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,No,No,No,No,Yes,42,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,No,No,No,Yes,No,12,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,No,No,Yes,No,No,21,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,No,No,Yes,No,Yes,1,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,No,Yes,No,No,No,110,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,No,Yes,No,No,Yes,2,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,No,Yes,No,Yes,No,3,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,No,Yes,Yes,No,No,1,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,No,No,No,No,204,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,No,No,No,Yes,39,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,No,No,Yes,No,12,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,No,Yes,No,No,318,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,No,Yes,No,Yes,3,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,No,Yes,Yes,No,2,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,Yes,No,No,No,17,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,Yes,No,No,Yes,2,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,No,Yes,Yes,Yes,No,No,16,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,No,No,No,No,259,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,No,No,No,Yes,7,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,No,No,Yes,No,12,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,No,No,Yes,Yes,1,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,No,Yes,No,No,3,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,No,Yes,Yes,No,1,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,Yes,No,No,No,91,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,Yes,No,No,Yes,2,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,No,Yes,No,Yes,No,1,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,No,No,No,No,164,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,No,No,No,Yes,7,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,No,No,Yes,No,8,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,No,Yes,No,No,201,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,3,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,No,Yes,Yes,No,7,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,Yes,No,No,No,17,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,19,0,0,0,0,0
2002,Brisbane,Property damage only,Yes,Yes,Yes,Yes,Yes,Yes,No,2,0,0,0,0,0
2002,Central,Fatal,No,No,No,No,No,No,No,1,1,0,0,0,1
2002,Central,Fatal,No,Yes,No,No,No,No,No,6,8,7,1,0,16
2002,Central,Fatal,No,Yes,No,No,No,No,Yes,1,1,1,0,0,2
2002,Central,Fatal,No,Yes,No,No,Yes,No,No,1,1,1,1,0,3
2002,Central,Fatal,No,Yes,Yes,No,Yes,No,No,1,1,1,2,1,5
2002,Central,Fatal,No,Yes,Yes,Yes,No,No,No,1,1,4,0,0,5
2002,Central,Fatal,Yes,No,No,No,No,No,No,22,25,3,0,1,29
2002,Central,Fatal,Yes,No,No,No,No,No,Yes,5,5,4,1,0,10
2002,Central,Fatal,Yes,No,No,No,No,Yes,No,2,4,2,1,1,8
2002,Central,Fatal,Yes,No,No,Yes,No,No,No,8,8,3,0,0,11
2002,Central,Fatal,Yes,No,No,Yes,No,No,Yes,2,3,2,0,1,6
2002,Central,Fatal,Yes,No,Yes,No,No,No,No,6,11,6,0,0,17
2002,Central,Fatal,Yes,No,Yes,No,No,No,Yes,2,2,4,0,0,6
2002,Central,Fatal,Yes,No,Yes,No,Yes,No,No,10,12,12,2,0,26
2002,Central,Fatal,Yes,No,Yes,Yes,No,No,No,2,2,1,1,1,5
2002,Central,Fatal,Yes,No,Yes,Yes,Yes,No,No,1,1,2,0,0,3
2002,Central,Fatal,Yes,Yes,No,No,No,No,No,5,6,6,1,0,13
2002,Central,Fatal,Yes,Yes,No,No,Yes,No,No,1,1,2,1,0,4
2002,Central,Fatal,Yes,Yes,No,Yes,No,No,No,3,4,3,0,0,7
2002,Central,Fatal,Yes,Yes,Yes,No,No,No,No,4,4,6,2,0,12
2002,Central,Fatal,Yes,Yes,Yes,No,No,No,Yes,1,1,0,0,1,2
2002,Central,Fatal,Yes,Yes,Yes,No,Yes,No,No,1,1,1,1,0,3
2002,Central,Hospitalisation,No,No,No,No,No,No,No,15,0,16,0,0,16
2002,Central,Hospitalisation,No,Yes,No,No,No,No,No,120,0,142,6,2,150
2002,Central,Hospitalisation,No,Yes,No,No,No,No,Yes,4,0,5,1,0,6
2002,Central,Hospitalisation,No,Yes,No,No,No,Yes,No,3,0,4,0,0,4
2002,Central,Hospitalisation,No,Yes,No,No,Yes,No,No,3,0,3,0,4,7
2002,Central,Hospitalisation,No,Yes,No,Yes,No,No,No,24,0,27,10,4,41
2002,Central,Hospitalisation,No,Yes,No,Yes,Yes,No,No,1,0,2,0,0,2
2002,Central,Hospitalisation,No,Yes,Yes,No,No,No,No,26,0,35,6,2,43
2002,Central,Hospitalisation,No,Yes,Yes,No,No,No,Yes,3,0,5,1,0,6
2002,Central,Hospitalisation,No,Yes,Yes,No,No,Yes,No,4,0,5,0,0,5
2002,Central,Hospitalisation,No,Yes,Yes,No,Yes,No,No,44,0,49,11,7,67
2002,Central,Hospitalisation,No,Yes,Yes,Yes,No,Yes,No,1,0,1,0,0,1
2002,Central,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,1,0,1,1,0,2
2002,Central,Hospitalisation,Yes,No,No,No,No,No,No,237,0,275,24,22,321
2002,Central,Hospitalisation,Yes,No,No,No,No,No,Yes,25,0,31,4,1,36
2002,Central,Hospitalisation,Yes,No,No,No,No,Yes,No,4,0,5,0,1,6
2002,Central,Hospitalisation,Yes,No,No,No,Yes,No,No,5,0,6,0,0,6
2002,Central,Hospitalisation,Yes,No,No,Yes,No,No,No,82,0,100,12,5,117
2002,Central,Hospitalisation,Yes,No,No,Yes,No,No,Yes,2,0,2,0,0,2
2002,Central,Hospitalisation,Yes,No,No,Yes,No,Yes,No,1,0,1,0,0,1
2002,Central,Hospitalisation,Yes,No,No,Yes,Yes,No,No,1,0,1,0,0,1
2002,Central,Hospitalisation,Yes,No,Yes,No,No,No,No,74,0,99,13,4,116
2002,Central,Hospitalisation,Yes,No,Yes,No,No,No,Yes,20,0,24,0,0,24
2002,Central,Hospitalisation,Yes,No,Yes,No,Yes,No,No,83,0,106,15,3,124
2002,Central,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,2,0,2,0,0,2
2002,Central,Hospitalisation,Yes,No,Yes,No,Yes,Yes,No,1,0,1,0,0,1
2002,Central,Hospitalisation,Yes,No,Yes,Yes,No,No,No,3,0,4,0,0,4
2002,Central,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,7,0,10,3,1,14
2002,Central,Hospitalisation,Yes,Yes,No,No,No,No,No,57,0,88,17,11,116
2002,Central,Hospitalisation,Yes,Yes,No,No,No,No,Yes,2,0,2,0,0,2
2002,Central,Hospitalisation,Yes,Yes,No,No,No,Yes,No,2,0,2,0,0,2
2002,Central,Hospitalisation,Yes,Yes,No,No,Yes,No,No,1,0,1,0,1,2
2002,Central,Hospitalisation,Yes,Yes,No,Yes,No,No,No,38,0,44,8,5,57
2002,Central,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,1,0,1,0,0,1
2002,Central,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
2002,Central,Hospitalisation,Yes,Yes,Yes,No,No,No,No,20,0,24,12,0,36
2002,Central,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,2,0,2,0,0,2
2002,Central,Hospitalisation,Yes,Yes,Yes,No,No,Yes,Yes,1,0,1,0,0,1
2002,Central,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,48,0,66,11,11,88
2002,Central,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,9,0,10,1,2,13
2002,Central,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,6,0,6,0,0,6
2002,Central,Medical treatment,No,No,No,No,No,No,No,15,0,0,15,1,16
2002,Central,Medical treatment,No,Yes,No,No,No,No,No,110,0,0,135,9,144
2002,Central,Medical treatment,No,Yes,No,No,No,No,Yes,5,0,0,6,0,6
2002,Central,Medical treatment,No,Yes,No,No,No,Yes,No,2,0,0,2,0,2
2002,Central,Medical treatment,No,Yes,No,No,Yes,No,No,4,0,0,4,0,4
2002,Central,Medical treatment,No,Yes,No,Yes,No,No,No,29,0,0,35,4,39
2002,Central,Medical treatment,No,Yes,Yes,No,No,No,No,29,0,0,33,1,34
2002,Central,Medical treatment,No,Yes,Yes,No,No,No,Yes,3,0,0,3,0,3
2002,Central,Medical treatment,No,Yes,Yes,No,No,Yes,No,2,0,0,4,0,4
2002,Central,Medical treatment,No,Yes,Yes,No,Yes,No,No,51,0,0,66,4,70
2002,Central,Medical treatment,No,Yes,Yes,Yes,No,No,No,4,0,0,5,0,5
2002,Central,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,1,0,0,1,0,1
2002,Central,Medical treatment,Yes,No,No,No,No,No,No,238,0,0,282,10,292
2002,Central,Medical treatment,Yes,No,No,No,No,No,Yes,15,0,0,15,1,16
2002,Central,Medical treatment,Yes,No,No,No,No,Yes,No,6,0,0,11,3,14
2002,Central,Medical treatment,Yes,No,No,No,Yes,No,No,12,0,0,13,1,14
2002,Central,Medical treatment,Yes,No,No,Yes,No,No,No,69,0,0,85,9,94
2002,Central,Medical treatment,Yes,No,No,Yes,No,No,Yes,2,0,0,2,0,2
2002,Central,Medical treatment,Yes,No,No,Yes,No,Yes,No,2,0,0,4,0,4
2002,Central,Medical treatment,Yes,No,No,Yes,Yes,No,No,2,0,0,3,0,3
2002,Central,Medical treatment,Yes,No,Yes,No,No,No,No,54,0,0,60,8,68
2002,Central,Medical treatment,Yes,No,Yes,No,No,No,Yes,12,0,0,22,3,25
2002,Central,Medical treatment,Yes,No,Yes,No,No,Yes,No,6,0,0,14,0,14
2002,Central,Medical treatment,Yes,No,Yes,No,Yes,No,No,95,0,0,113,5,118
2002,Central,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,1,0,0,2,0,2
2002,Central,Medical treatment,Yes,No,Yes,No,Yes,Yes,No,1,0,0,1,0,1
2002,Central,Medical treatment,Yes,No,Yes,Yes,No,No,No,8,0,0,12,1,13
2002,Central,Medical treatment,Yes,No,Yes,Yes,No,Yes,No,1,0,0,1,0,1
2002,Central,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,6,0,0,7,0,7
2002,Central,Medical treatment,Yes,Yes,No,No,No,No,No,89,0,0,106,9,115
2002,Central,Medical treatment,Yes,Yes,No,No,No,No,Yes,7,0,0,8,0,8
2002,Central,Medical treatment,Yes,Yes,No,No,No,Yes,No,6,0,0,9,2,11
2002,Central,Medical treatment,Yes,Yes,No,No,Yes,No,No,4,0,0,6,2,8
2002,Central,Medical treatment,Yes,Yes,No,Yes,No,No,No,45,0,0,62,1,63
2002,Central,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,4,0,0,4,0,4
2002,Central,Medical treatment,Yes,Yes,No,Yes,No,Yes,No,2,0,0,2,0,2
2002,Central,Medical treatment,Yes,Yes,Yes,No,No,No,No,47,0,0,60,2,62
2002,Central,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,3,0,0,3,0,3
2002,Central,Medical treatment,Yes,Yes,Yes,No,No,Yes,No,2,0,0,3,0,3
2002,Central,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,47,0,0,60,2,62
2002,Central,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,2,0,0,2,0,2
2002,Central,Medical treatment,Yes,Yes,Yes,No,Yes,Yes,No,2,0,0,3,4,7
2002,Central,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,12,0,0,12,2,14
2002,Central,Medical treatment,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,3,0,3
2002,Central,Medical treatment,Yes,Yes,Yes,Yes,No,Yes,No,3,0,0,4,0,4
2002,Central,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,13,0,0,19,1,20
2002,Central,Minor injury,No,No,No,No,No,No,No,11,0,0,0,12,12
2002,Central,Minor injury,No,Yes,No,No,No,No,No,74,0,0,0,85,85
2002,Central,Minor injury,No,Yes,No,No,No,No,Yes,4,0,0,0,6,6
2002,Central,Minor injury,No,Yes,No,No,No,Yes,No,1,0,0,0,1,1
2002,Central,Minor injury,No,Yes,No,No,Yes,No,No,1,0,0,0,1,1
2002,Central,Minor injury,No,Yes,No,Yes,No,No,No,13,0,0,0,15,15
2002,Central,Minor injury,No,Yes,Yes,No,No,No,No,18,0,0,0,20,20
2002,Central,Minor injury,No,Yes,Yes,No,No,Yes,No,1,0,0,0,1,1
2002,Central,Minor injury,No,Yes,Yes,No,Yes,No,No,23,0,0,0,27,27
2002,Central,Minor injury,No,Yes,Yes,Yes,No,No,No,2,0,0,0,2,2
2002,Central,Minor injury,No,Yes,Yes,Yes,Yes,No,No,2,0,0,0,2,2
2002,Central,Minor injury,Yes,No,No,No,No,No,No,145,0,0,0,159,159
2002,Central,Minor injury,Yes,No,No,No,No,No,Yes,4,0,0,0,5,5
2002,Central,Minor injury,Yes,No,No,No,No,Yes,No,4,0,0,0,4,4
2002,Central,Minor injury,Yes,No,No,No,Yes,No,Yes,1,0,0,0,1,1
2002,Central,Minor injury,Yes,No,No,Yes,No,No,No,35,0,0,0,39,39
2002,Central,Minor injury,Yes,No,No,Yes,No,No,Yes,1,0,0,0,1,1
2002,Central,Minor injury,Yes,No,Yes,No,No,No,No,42,0,0,0,46,46
2002,Central,Minor injury,Yes,No,Yes,No,No,No,Yes,2,0,0,0,2,2
2002,Central,Minor injury,Yes,No,Yes,No,Yes,No,No,56,0,0,0,67,67
2002,Central,Minor injury,Yes,No,Yes,No,Yes,Yes,No,1,0,0,0,1,1
2002,Central,Minor injury,Yes,No,Yes,Yes,No,No,No,5,0,0,0,5,5
2002,Central,Minor injury,Yes,No,Yes,Yes,Yes,No,No,1,0,0,0,1,1
2002,Central,Minor injury,Yes,Yes,No,No,No,No,No,49,0,0,0,61,61
2002,Central,Minor injury,Yes,Yes,No,No,No,No,Yes,1,0,0,0,1,1
2002,Central,Minor injury,Yes,Yes,No,No,No,Yes,No,3,0,0,0,3,3
2002,Central,Minor injury,Yes,Yes,No,No,Yes,Yes,No,1,0,0,0,1,1
2002,Central,Minor injury,Yes,Yes,No,Yes,No,No,No,38,0,0,0,51,51
2002,Central,Minor injury,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,1,1
2002,Central,Minor injury,Yes,Yes,No,Yes,No,Yes,No,2,0,0,0,2,2
2002,Central,Minor injury,Yes,Yes,Yes,No,No,No,No,20,0,0,0,25,25
2002,Central,Minor injury,Yes,Yes,Yes,No,No,No,Yes,5,0,0,0,5,5
2002,Central,Minor injury,Yes,Yes,Yes,No,No,Yes,No,1,0,0,0,1,1
2002,Central,Minor injury,Yes,Yes,Yes,No,Yes,No,No,39,0,0,0,53,53
2002,Central,Minor injury,Yes,Yes,Yes,Yes,No,No,No,5,0,0,0,5,5
2002,Central,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,4,0,0,0,5,5
2002,Central,Minor injury,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,0,0,1,1
2002,Central,Property damage only,No,No,No,No,No,No,No,38,0,0,0,0,0
2002,Central,Property damage only,No,Yes,No,No,No,No,No,170,0,0,0,0,0
2002,Central,Property damage only,No,Yes,No,No,No,No,Yes,5,0,0,0,0,0
2002,Central,Property damage only,No,Yes,No,No,No,Yes,No,3,0,0,0,0,0
2002,Central,Property damage only,No,Yes,No,No,Yes,No,No,5,0,0,0,0,0
2002,Central,Property damage only,No,Yes,No,Yes,No,No,No,46,0,0,0,0,0
2002,Central,Property damage only,No,Yes,Yes,No,No,No,No,53,0,0,0,0,0
2002,Central,Property damage only,No,Yes,Yes,No,No,No,Yes,4,0,0,0,0,0
2002,Central,Property damage only,No,Yes,Yes,No,No,Yes,No,4,0,0,0,0,0
2002,Central,Property damage only,No,Yes,Yes,No,Yes,No,No,100,0,0,0,0,0
2002,Central,Property damage only,No,Yes,Yes,No,Yes,No,Yes,1,0,0,0,0,0
2002,Central,Property damage only,No,Yes,Yes,Yes,No,No,No,7,0,0,0,0,0
2002,Central,Property damage only,No,Yes,Yes,Yes,Yes,No,No,6,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,No,No,No,No,380,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,No,No,No,Yes,13,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,No,No,Yes,No,10,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,No,Yes,No,No,11,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,Yes,No,No,No,126,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,Yes,No,No,Yes,3,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,Yes,No,Yes,No,3,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,Yes,Yes,No,No,2,0,0,0,0,0
2002,Central,Property damage only,Yes,No,No,Yes,Yes,Yes,No,1,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,No,No,No,No,149,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,No,No,No,Yes,27,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,No,No,Yes,No,13,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,No,Yes,No,No,274,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,No,Yes,No,Yes,2,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,No,Yes,Yes,No,2,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,Yes,No,No,No,17,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,Yes,No,No,Yes,3,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,Yes,No,Yes,No,1,0,0,0,0,0
2002,Central,Property damage only,Yes,No,Yes,Yes,Yes,No,No,21,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,No,No,No,No,No,152,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,No,No,No,No,Yes,4,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,No,No,No,Yes,No,6,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,No,No,Yes,No,No,4,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,No,Yes,No,No,No,106,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,No,Yes,No,No,Yes,3,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,No,Yes,No,Yes,No,4,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,No,Yes,Yes,No,No,1,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,No,No,No,No,77,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,No,No,No,Yes,4,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,No,No,Yes,No,8,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,No,Yes,No,No,132,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,No,Yes,Yes,No,3,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,Yes,No,No,No,18,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,Yes,No,Yes,No,3,0,0,0,0,0
2002,Central,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,24,0,0,0,0,0
2002,Northern,Fatal,No,No,No,No,No,No,No,1,1,0,0,0,1
2002,Northern,Fatal,No,Yes,No,No,No,No,No,4,4,3,0,0,7
2002,Northern,Fatal,No,Yes,No,Yes,No,No,No,1,1,0,0,0,1
2002,Northern,Fatal,No,Yes,No,Yes,No,No,Yes,1,1,0,0,0,1
2002,Northern,Fatal,No,Yes,Yes,No,No,No,No,2,2,0,0,0,2
2002,Northern,Fatal,No,Yes,Yes,No,Yes,No,No,2,2,6,2,0,10
2002,Northern,Fatal,Yes,No,No,No,No,No,No,12,12,4,2,0,18
2002,Northern,Fatal,Yes,No,No,No,No,No,Yes,3,3,2,1,1,7
2002,Northern,Fatal,Yes,No,No,No,No,Yes,No,1,1,2,0,0,3
2002,Northern,Fatal,Yes,No,No,Yes,No,No,No,2,2,0,0,0,2
2002,Northern,Fatal,Yes,No,No,Yes,No,Yes,No,1,2,0,0,0,2
2002,Northern,Fatal,Yes,No,Yes,No,No,No,No,2,2,0,0,0,2
2002,Northern,Fatal,Yes,No,Yes,No,No,No,Yes,2,3,8,1,1,13
2002,Northern,Fatal,Yes,No,Yes,No,Yes,No,No,4,5,4,1,0,10
2002,Northern,Fatal,Yes,Yes,No,No,No,No,No,1,1,1,0,0,2
2002,Northern,Fatal,Yes,Yes,No,Yes,No,No,No,3,3,2,0,0,5
2002,Northern,Fatal,Yes,Yes,Yes,No,No,No,No,1,1,3,1,0,5
2002,Northern,Hospitalisation,No,No,No,No,No,No,No,9,0,9,0,0,9
2002,Northern,Hospitalisation,No,Yes,No,No,No,No,No,75,0,84,7,7,98
2002,Northern,Hospitalisation,No,Yes,No,No,No,No,Yes,4,0,5,2,2,9
2002,Northern,Hospitalisation,No,Yes,No,No,No,Yes,No,1,0,2,0,0,2
2002,Northern,Hospitalisation,No,Yes,No,Yes,No,No,No,16,0,16,1,1,18
2002,Northern,Hospitalisation,No,Yes,Yes,No,No,No,No,6,0,11,1,0,12
2002,Northern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,1,0,1,0,0,1
2002,Northern,Hospitalisation,No,Yes,Yes,No,No,Yes,No,1,0,1,0,0,1
2002,Northern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,19,0,24,4,4,32
2002,Northern,Hospitalisation,No,Yes,Yes,No,Yes,No,Yes,1,0,1,3,0,4
2002,Northern,Hospitalisation,Yes,No,No,No,No,No,No,165,0,191,16,6,213
2002,Northern,Hospitalisation,Yes,No,No,No,No,No,Yes,24,0,38,1,0,39
2002,Northern,Hospitalisation,Yes,No,No,No,No,Yes,No,5,0,11,0,0,11
2002,Northern,Hospitalisation,Yes,No,No,No,Yes,No,No,4,0,4,0,0,4
2002,Northern,Hospitalisation,Yes,No,No,Yes,No,No,No,35,0,42,1,0,43
2002,Northern,Hospitalisation,Yes,No,No,Yes,No,No,Yes,1,0,1,0,0,1
2002,Northern,Hospitalisation,Yes,No,No,Yes,No,Yes,No,2,0,3,1,1,5
2002,Northern,Hospitalisation,Yes,No,Yes,No,No,No,No,45,0,52,13,2,67
2002,Northern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,17,0,21,3,1,25
2002,Northern,Hospitalisation,Yes,No,Yes,No,No,Yes,No,3,0,5,1,1,7
2002,Northern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,49,0,60,11,0,71
2002,Northern,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,3,0,3,3,0,6
2002,Northern,Hospitalisation,Yes,No,Yes,Yes,No,No,No,3,0,3,0,0,3
2002,Northern,Hospitalisation,Yes,No,Yes,Yes,No,Yes,No,1,0,1,0,3,4
2002,Northern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,3,0,4,0,0,4
2002,Northern,Hospitalisation,Yes,Yes,No,No,No,No,No,30,0,35,12,3,50
2002,Northern,Hospitalisation,Yes,Yes,No,No,No,No,Yes,2,0,2,0,0,2
2002,Northern,Hospitalisation,Yes,Yes,No,No,No,Yes,No,4,0,4,2,1,7
2002,Northern,Hospitalisation,Yes,Yes,No,No,Yes,No,No,2,0,2,0,1,3
2002,Northern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,15,0,19,2,3,24
2002,Northern,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
2002,Northern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,10,0,11,9,2,22
2002,Northern,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,2,0,4,0,0,4
2002,Northern,Hospitalisation,Yes,Yes,Yes,No,No,Yes,No,2,0,6,0,5,11
2002,Northern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,17,0,21,1,2,24
2002,Northern,Hospitalisation,Yes,Yes,Yes,No,Yes,Yes,No,1,0,3,0,0,3
2002,Northern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,2,0,3,0,0,3
2002,Northern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,1,0,1,0,0,1
2002,Northern,Medical treatment,No,No,No,No,No,No,No,14,0,0,15,0,15
2002,Northern,Medical treatment,No,Yes,No,No,No,No,No,71,0,0,80,6,86
2002,Northern,Medical treatment,No,Yes,No,No,No,No,Yes,2,0,0,2,0,2
2002,Northern,Medical treatment,No,Yes,No,No,No,Yes,No,5,0,0,5,0,5
2002,Northern,Medical treatment,No,Yes,No,No,Yes,No,No,2,0,0,3,0,3
2002,Northern,Medical treatment,No,Yes,No,Yes,No,No,No,7,0,0,10,0,10
2002,Northern,Medical treatment,No,Yes,Yes,No,No,No,No,18,0,0,20,2,22
2002,Northern,Medical treatment,No,Yes,Yes,No,No,No,Yes,1,0,0,1,0,1
2002,Northern,Medical treatment,No,Yes,Yes,No,Yes,No,No,21,0,0,28,0,28
2002,Northern,Medical treatment,No,Yes,Yes,Yes,No,No,No,1,0,0,1,0,1
2002,Northern,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,1,0,0,1,0,1
2002,Northern,Medical treatment,Yes,No,No,No,No,No,No,107,0,0,135,2,137
2002,Northern,Medical treatment,Yes,No,No,No,No,No,Yes,14,0,0,18,0,18
2002,Northern,Medical treatment,Yes,No,No,No,No,Yes,No,6,0,0,7,0,7
2002,Northern,Medical treatment,Yes,No,No,No,Yes,No,No,3,0,0,6,1,7
2002,Northern,Medical treatment,Yes,No,No,Yes,No,No,No,33,0,0,42,5,47
2002,Northern,Medical treatment,Yes,No,No,Yes,No,No,Yes,2,0,0,2,1,3
2002,Northern,Medical treatment,Yes,No,Yes,No,No,No,No,40,0,0,46,0,46
2002,Northern,Medical treatment,Yes,No,Yes,No,No,No,Yes,5,0,0,11,0,11
2002,Northern,Medical treatment,Yes,No,Yes,No,No,Yes,No,2,0,0,4,0,4
